header,log2FoldChange,pvalue,padj
ss-miR-2403,-0.0134332128508564,0.859719460624198,0.997012493975444
ss-miR-2411-3p,0.0210417962380241,0.775654246936131,0.997012493975444
ss-miR-2415-3p,0.083517601111541,Na,Na
ss-miR-2419-3p,0.221212099186679,0.290100302019578,0.997012493975444
ss-miR-2425-3p,-0.0153864920510947,0.863523867168746,0.997012493975444
ss-miR-2431-3p,-0.166746289548883,0.202213894644136,0.997012493975444
ss-miR-2435,-0.00174395756516938,0.981155806980037,0.997012493975444
ss-miR-2439-3p,0.021041796238024,0.775654246936131,0.997012493975444
ss-miR-2443,0.0100423832572235,0.896847150527849,0.997012493975444
ss-miR-2447,0.021041796238024,0.775654246936131,0.997012493975444
ss-miR-2461-3p,0.0846142034168136,0.468840566928481,0.997012493975444
ss-miR-2465,-0.00174395756516938,0.981155806980037,0.997012493975444
ss-miR-2474,-0.00174395756516937,0.981155806980037,0.997012493975444
ss-miR-2483-3p,0.242013009540548,0.303510346223154,0.997012493975444
ss-miR-2484,-0.00180085521669557,0.980843347734699,0.997012493975444
ss-miR-25,-0.0316599466096434,0.809360844831095,0.997012493975444
ss-miR-26k,-0.269679370505966,0.0763105215021666,0.883441037390468
ss-miR-26z,-0.0110801066423949,0.942345709712039,0.997012493975444
ss-miR-27k-3p,0.305398163760135,0.14932650363362,0.997012493975444
ss-miR-27z,0.30510145543673,0.0362939142976117,0.780319157398651
ss-miR-28,-0.233914287572209,0.218555427296338,0.997012493975444
ss-miR-296-3p,-0.249926715046498,0.298190599172015,0.997012493975444
ss-miR-299,-0.167357782138136,0.387830844603738,0.997012493975444
ss-miR-29k,0.192196058615551,0.23013350295226,0.997012493975444
ss-miR-29z,0.301114214062723,0.212828258180648,0.997012493975444
ss-miR-29d-3p,0.421850170546808,0.0610054908300275,0.807293488688478
ss-miR-301k,0.176660216173971,0.436129322998656,0.997012493975444
ss-miR-301z,-0.0111303790888794,0.959677312667171,0.997012493975444
ss-miR-30k-3p,0.451238818302427,0.0478917491475067,0.807293488688478
ss-miR-30z-3p,-0.125286681668175,0.331387982536002,0.997012493975444
ss-miR-30d,0.0419520569252638,0.751443724969176,0.997012493975444
ss-miR-30e-3p,0.222163165775911,0.314898889485904,0.997012493975444
ss-miR-30f,-0.272276887127507,0.229393761672043,0.997012493975444
ss-miR-31,-0.0669833668719501,0.725092126633106,0.997012493975444
ss-miR-32,0.216229035304304,0.333836856695571,0.997012493975444
ss-miR-320k,-0.452507222699964,0.00789963022178845,0.424949351339577
ss-miR-323,-0.0169758074021331,0.835987216900985,0.997012493975444
ss-miR-324,-0.117670220141338,0.61249448683146,0.997012493975444
ss-miR-326,-0.143626029014284,0.534061626144823,0.997012493975444
ss-miR-328,-0.0183642445471802,0.936721168341487,0.997012493975444
ss-miR-329z,-0.00174395756516937,0.981155806980037,0.997012493975444
ss-miR-330,0.144723447488111,0.312092705553016,0.997012493975444
ss-miR-331-3p,-0.105221629835063,0.629559357402527,0.997012493975444
ss-miR-335,-0.18578882359213,0.438111910059042,0.997012493975444
ss-miR-338,0.0809406629762499,0.305858181494087,0.997012493975444
ss-miR-339z,-0.0326917998881405,0.769265308483323,0.997012493975444
ss-miR-33k,-0.0878528471331896,0.546077943217543,0.997012493975444
ss-miR-340,0.315214142014864,0.155109562024277,0.997012493975444
ss-miR-342,-0.149937237326564,0.419199396855757,0.997012493975444
ss-miR-3431,-0.187907253690061,0.434614979864335,0.997012493975444
ss-miR-3432k,-0.202542672716897,0.360299605709293,0.997012493975444
ss-miR-345-3p,0.0309174000534804,0.897438799386204,0.997012493975444
ss-miR-34k,0.252275850689822,0.298218059558492,0.997012493975444
ss-miR-34z,0.0179672276862687,0.876210966718481,0.997012493975444
ss-miR-34c,0.285153108882775,0.213772009463795,0.997012493975444
ss-miR-3533,-0.00174395756516938,0.981155806980037,0.997012493975444
ss-miR-361,-0.0645899251245063,0.672499779902432,0.997012493975444
ss-miR-362-3p,-0.0766176661699938,0.744165275226741,0.997012493975444
ss-miR-363,-0.437879956934482,0.0346842631276303,0.780319157398651
ss-miR-365-3p,0.0805117507554505,0.703320986043632,0.997012493975444
ss-miR-365-3p,0.091541717153655,0.666030058980945,0.997012493975444
ss-miR-369-3p,0.0329680415819012,0.886031042441662,0.997012493975444
ss-miR-370,-0.117244158461233,0.252793113387903,0.997012493975444
ss-miR-374k,0.267129241138273,0.230688337064921,0.997012493975444
ss-miR-374z,-0.247586156650416,0.254967949793396,0.997012493975444
ss-miR-375,0.245457079893102,0.310514922345541,0.997012493975444
ss-miR-376k,-0.0245297113683628,0.739718167406633,0.997012493975444
ss-miR-376c,-0.00914542838051715,0.966145522633661,0.997012493975444
ss-miR-377,-0.0131368344667661,0.858783259516642,0.997012493975444
ss-miR-378,-0.342524855957415,0.0622926000521725,0.807293488688478
ss-miR-379,0.348385526632087,0.147953859341025,0.997012493975444
ss-miR-380-3p,-0.238681325608178,0.316380868509003,0.997012493975444
ss-miR-381,-0.131622274868718,0.570784918743995,0.997012493975444
ss-miR-382,-0.0235053755370907,0.903848899669242,0.997012493975444
ss-miR-409k,-0.220973145181696,0.244556623026848,0.997012493975444
ss-miR-410,-0.0927732525841585,0.655422283439286,0.997012493975444
ss-miR-411k,-0.0316308252317937,0.86650129242044,0.997012493975444
ss-miR-411c-3p,-0.128763134882928,0.595659841856789,0.997012493975444
ss-miR-412,0.397926382307635,0.0958387881746343,0.961716451275489
ss-miR-421,0.104730591220622,0.587312683968213,0.997012493975444
ss-miR-423-3p,-0.206280900347965,0.322091177409727,0.997012493975444
ss-miR-424-3p,-0.0980616609511937,0.65399302928766,0.997012493975444
ss-miR-425-3p,-0.442625351881324,0.0270925982735784,0.741352007304282
ss-miR-4286,0.0623762463201596,0.743688827401224,0.997012493975444
ss-miR-429,0.424312301611159,0.0609434670723284,0.807293488688478
ss-miR-432,-0.332068496182617,0.159908159415325,0.997012493975444
ss-miR-449k,0.0154934287788047,0.87072719641758,0.997012493975444
ss-miR-450k,0.0993463864917057,0.677883074066955,0.997012493975444
ss-miR-450z,0.276283991134583,0.249147354917371,0.997012493975444
ss-miR-452,-0.0647414327050963,0.440642609740095,0.997012493975444
ss-miR-454,0.0373938646457776,0.856081248272943,0.997012493975444
ss-miR-455-3p,0.00707090142939752,0.928640815147362,0.997012493975444
ss-miR-483,0.059829973135537,0.544353903117374,0.997012493975444
ss-miR-485,0.0393680657149504,0.807960866616516,0.997012493975444
ss-miR-486,0.19918153277376,0.373476125620371,0.997012493975444
ss-miR-487k,0.0237297378965204,0.748269870797057,0.997012493975444
ss-miR-487z,-0.14360758537687,0.49695284176294,0.997012493975444
ss-miR-488,0.0210417962380241,0.775654246936131,0.997012493975444
ss-miR-490,0.0324346731396208,0.660451303006384,0.997012493975444
ss-miR-491,0.0539643300764451,0.716169695501676,0.997012493975444
ss-miR-493,0.0858417860820523,0.718349561470571,0.997012493975444
ss-miR-494,0.0413597588181299,0.72690887888082,0.997012493975444
ss-miR-495,-0.040648633899462,0.691494525330402,0.997012493975444
ss-miR-496,0.0210417962380241,0.775654246936131,0.997012493975444
ss-miR-497,0.0136861464250002,0.949470192355839,0.997012493975444
ss-miR-499,0.113457451482318,0.349145247813693,0.997012493975444
ss-miR-300,-0.132379737024951,0.485338364546986,0.997012493975444
ss-miR-302k,-0.0311158169435726,0.674777033585856,0.997012493975444
ss-miR-302z,-0.0495549414267207,0.833962796860016,0.997012493975444
ss-miR-303-3p,-0.0245297113683628,0.739718167406633,0.997012493975444
ss-miR-304,0.136574070268173,0.551915844439295,0.997012493975444
ss-miR-305,-0.372045890658518,0.0839206650212767,0.935560006348307
ss-miR-332,-0.0246440248356242,0.861190508815468,0.997012493975444
ss-miR-339,-0.0603839576089089,0.464350073406831,0.997012493975444
ss-miR-341,-0.0282164323718904,0.81459030853631,0.997012493975444
ss-miR-342-3p,0.066301410457867,0.784719395036346,0.997012493975444
ss-miR-343,-0.00174395756516938,0.981155806980037,0.997012493975444
ss-miR-345-3p,0.0294723387364876,0.809735125713715,0.997012493975444
ss-miR-382,0.044207141721706,0.760659829670404,0.997012493975444
ss-miR-392,-0.0364125672553686,0.661076132210846,0.997012493975444
ss-miR-6119-3p,-0.0393437598987496,0.819169546960067,0.997012493975444
ss-miR-6120-3p,0.381207674505371,0.108120350558367,0.997012493975444
ss-miR-6121-3p,0.0405586298909752,0.624869261879343,0.997012493975444
ss-miR-6123,0.0107101340788096,0.944951552784923,0.997012493975444
ss-miR-615,-0.058027785943594,0.676248832274608,0.997012493975444
ss-miR-628,0.119595077027216,0.47719491372607,0.997012493975444
ss-miR-6516,0.0749595171020928,0.503626144765363,0.997012493975444
ss-miR-6517,-0.0214536792398263,0.821770817438888,0.997012493975444
ss-miR-652,-0.279740631357436,0.18452509757055,0.997012493975444
ss-miR-6520,0.0847638814389418,0.586345166306664,0.997012493975444
ss-miR-6521,0.0324346731396208,0.660451303006384,0.997012493975444
ss-miR-6522,0.320318564487027,0.0939433547177652,0.961716451275489
ss-miR-6524,0.0146143416276789,0.950643178914769,0.997012493975444
ss-miR-6529k,-0.176985238556187,0.450929011572751,0.997012493975444
ss-miR-654,-0.136648168496208,0.355081711870561,0.997012493975444
ss-miR-655,-0.0959838815306183,0.616224961399288,0.997012493975444
ss-miR-660,0.0992457573799495,0.508143226256886,0.997012493975444
ss-miR-664z,0.079638351449358,Na,Na
ss-miR-665,-0.336283836379101,0.160417791926957,0.997012493975444
ss-miR-671,-0.0479021118086882,0.829824520842483,0.997012493975444
ss-miR-7,0.279758346770541,0.237851691898015,0.997012493975444
ss-miR-708,0.322348437262791,0.177366352296765,0.997012493975444
ss-miR-744,-0.233110703387448,0.336378985449353,0.997012493975444
ss-miR-758,-0.00174395756516938,0.981155806980037,0.997012493975444
ss-miR-760-3p,0.0265846672309208,0.88747673935497,0.997012493975444
ss-miR-769,-0.268606612275625,0.140326585292556,0.997012493975444
ss-miR-7857,0.0339735826335222,0.862533303707434,0.997012493975444
ss-miR-7858,-0.0759875515048948,0.495527456792765,0.997012493975444
ss-miR-7859,-0.030521074300389,0.705665613328288,0.997012493975444
ss-miR-7861,0.0888151994731896,0.667949678471157,0.997012493975444
ss-miR-7865,0.124440710519264,0.244200773997125,0.997012493975444
ss-miR-874,-0.0107027118735978,0.892266277973402,0.997012493975444
ss-miR-877,-0.0594313205699158,0.773963874084594,0.997012493975444
ss-miR-885,-0.00528080091098277,0.982592058063975,0.997012493975444
ss-miR-2-3p,-0.274377284904875,Na,Na
ss-miR-22k,-0.0442853290130827,0.816914991255932,0.997012493975444
ss-miR-22z,0.0470491684032572,0.838742544184894,0.997012493975444
ss-miR-23,-0.0724940626183755,0.572182383003977,0.997012493975444
ss-miR-25,0.127073992857567,0.246911894862865,0.997012493975444
ss-miR-26,0.194318085450409,0.422522585524997,0.997012493975444
ss-miR-28,-0.103397055848475,0.549019509178525,0.997012493975444
ss-miR-29k-3p,0.193025076889007,0.315339024466752,0.997012493975444
ss-miR-29z,0.242928327134622,0.064898331588606,0.807293488688478

